RegionID,SizeRank,RegionName,RegionType,StateName,1/31/15,4/30/15,7/31/15,10/31/15,1/31/16,4/30/16,7/31/16,10/31/16,1/31/17,4/30/17,7/31/17,10/31/17,1/31/18,4/30/18,7/31/18,10/31/18,1/31/19,4/30/19,7/31/19,10/31/19,1/31/20,4/30/20,7/31/20,10/31/20,1/31/21,4/30/21,7/31/21,10/31/21,1/31/22,4/30/22,7/31/22,10/31/22,1/31/23,4/30/23,7/31/23,10/31/23,1/31/24,4/30/24,7/31/24,10/31/24
394464,215,Chico,msa,CA,962.5391536,1000.952817,1033.26242,1036.219233,1029.646195,1064.008594,1069.574436,1085.62728,1096.976416,1126.223673,1118.637424,1140.451744,1142.808278,1179.827777,1187.320738,1179.978273,1236.129716,1281.420809,1319.297143,1311.860174,1321.905983,1327.503136,1344.441608,1347.696637,1385.005173,1390.277027,1438.984635,1479.755023,1476.698306,1500.150875,1530.648918,1560.562133,1539.601596,1561.195463,1581.29803,1586.305859,1584.155765,1591.942888,1620.922875,1668.372222
394681,216,Hilton Head Island,msa,SC,1114.717748,1141.04945,1169.920651,1168.764364,1170.718562,1189.647423,1230.011798,1228.800182,1230.343877,1272.752465,1280.983122,1284.451034,1318.3176,1330.409982,1359.845879,1327.78746,1350.960566,1392.179058,1411.36385,1398.089072,1407.278697,1408.615045,1432.183931,1479.453182,1496.040953,1519.967046,1638.356149,1785.384484,1860.884106,1939.854331,2001.790853,2028.545399,2015.483189,2066.659996,2081.012823,2103.0843,2091.307106,2117.73034,2136.830641,2148.544643
394346,217,Athens,msa,GA,863.4521043,897.2192748,898.8686388,897.0118738,916.2549964,926.8106921,957.1740603,964.0191092,974.4043643,984.920359,998.557605,1024.227865,1055.856069,1069.941235,1117.155636,1109.744758,1137.545538,1140.020902,1192.129747,1217.732828,1242.805927,1228.275295,1263.593376,1303.624621,1331.867938,1366.968357,1397.74708,1462.392129,1500.710831,1534.113986,1609.773533,1628.325768,1661.289297,1727.986852,1747.174583,1763.525133,1798.411482,1823.45135,1852.340105,1869.16938
394765,218,Lake Havasu City,msa,AZ,810.7567342,824.7219615,830.559222,833.0740817,861.4714755,857.5540483,874.448479,880.0502315,898.1846253,911.8836047,939.5438062,944.2601684,960.5916142,974.8521613,1001.480927,1024.845299,1023.727919,1061.667046,1081.369962,1101.879118,1101.110585,1129.572143,1153.653487,1215.621876,1213.015497,1326.963327,1379.442986,1421.304986,1465.05718,1504.336264,1517.657669,1516.122268,1534.801671,1538.658482,1542.231394,1582.217881,1572.470388,1602.543148,1603.630919,1642.951403
394485,219,Columbia,msa,MO,717.1809774,746.6156649,729.5897178,732.0284606,749.3052166,749.2998287,743.9029278,736.4099198,754.1446921,767.0226799,755.5120947,748.6816346,763.1448336,778.7730621,768.9533876,767.7889909,782.9124482,799.0044136,794.3781887,787.200223,804.3146538,811.7297214,824.3649221,830.0152862,830.1301258,845.6673025,889.9334421,914.1918855,948.9031655,969.5518676,994.0605804,1030.088247,1037.391133,1072.021687,1090.966999,1102.273957,1120.914821,1154.404179,1185.473233,1194.080448
395114,220,Springfield,msa,IL,,,,,,,752.1634231,770.4912932,768.3343581,778.9039489,777.022831,774.066319,781.6696175,787.1972976,791.8327342,794.9923923,795.3420823,807.0191607,818.2829077,829.0629695,821.6255319,821.9696168,845.1781657,856.1794022,861.2237312,864.4824499,892.6494593,920.8161127,940.9332293,952.2936254,975.9198325,1002.646525,1009.071981,1041.542771,1048.574284,1069.103855,1091.339017,1120.976956,1123.583157,1145.09818
394691,221,Houma,msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.696151,1224.459261,1276.782594,1328.652496,1352.957597,1385.064282,1293.354198,1345.647605,1367.036181,1345.151277,1376.555556
394872,222,Monroe,msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.3352108,952.1623958,970.8525122,960.1299134,974.9168929,973.0832626,972.7989257,978.3068302,987.1291634,994.1853733,1010.515152
394565,223,Elkhart,msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.6007489,1025.652424,1020.647435,1093.967431,1056.462961,1103.091899,1095.538963,1061.278207,1096.662763,1072.378562,1129.835431,1125.855646,1146.351431
394726,224,Johnson City,msa,TN,,,,,,,744.9448607,747.7694558,746.225638,778.1348391,772.451897,772.1549351,776.1325964,790.8028326,790.2681548,805.6285656,806.6813848,807.7439508,832.5816641,840.5340439,866.1462754,841.891831,865.3233335,888.3750354,897.4380527,918.7252803,966.7693285,1025.992753,1070.233751,1087.510467,1138.870983,1202.204836,1184.452302,1200.368862,1221.71735,1234.552249,1269.522339,1286.867532,1301.95085,1304.053571
395247,225,Yuma,msa,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.298762,1315.613333,1359.518582,1345.321093,1361.931095,1405.288889,1406.024217,1400.255259,1415.409462,1440.300548,1453.621822,1472.724362
394623,226,Gainesville,msa,GA,938.5826519,973.7202842,999.6571618,1005.688343,1021.37257,1031.797533,1067.11222,1076.149766,1075.905894,1084.815345,1126.467516,1118.193511,1148.721775,1164.470589,1165.347728,1196.769775,1188.929643,1248.588109,1249.119443,1272.48078,1268.287411,1270.102196,1289.819963,1339.281215,1360.015933,1400.586636,1563.097594,1612.049702,1633.159097,1673.278123,1727.867227,1728.600801,1736.733978,1796.76489,1780.809028,1770.014212,1767.577927,1817.575352,1857.979373,1825.812378
