RegionID,SizeRank_x,RegionName,RegionType,StateName,Quarter,Rent,SizeRank_y,Price
394332,148,Ann Arbor,msa,MI,1/31/15,1333.867906,148,234020.4368
394602,152,Fort Collins,msa,CO,1/31/15,1237.917526,152,283503.1245
395033,153,Rockford,msa,IL,1/31/15,706.4338142,153,90162.63574
394622,155,Gainesville,msa,FL,1/31/15,913.5722949,155,146747.4418
394405,156,Boulder,msa,CO,1/31/15,1556.984373,156,378991.42
394471,163,Clarksville,msa,TN,1/31/15,825.0638112,163,146260.2371
394579,165,Evansville,msa,IN,1/31/15,604.1722514,165,115485.8355
394660,170,Hagerstown,msa,MD,1/31/15,913.1080878,170,172341.1393
395061,175,San Luis Obispo,msa,CA,1/31/15,1488.306891,175,477239.0485
753875,176,Crestview,msa,FL,1/31/15,1047.262619,176,220633.094
394348,180,Atlantic City,msa,NJ,1/31/15,1021.636427,180,193412.8383
394412,181,Bremerton,msa,WA,1/31/15,1073.866447,181,257680.7787
395065,183,Santa Cruz,msa,CA,1/31/15,1961.991591,183,614838.7132
394924,185,Norwich,msa,CT,1/31/15,1041.484724,185,212450.1133
394732,190,Kalamazoo,msa,MI,1/31/15,814.0819389,190,136891.9837
394811,191,Lynchburg,msa,VA,1/31/15,810.5642722,191,150353.3759
395161,199,Topeka,msa,KS,1/31/15,687.7634396,199,107815.8704
394519,203,Daphne,msa,AL,1/31/15,1087.952643,203,196179.1231
395030,207,Rochester,msa,MN,1/31/15,1074.810022,207,171513.5355
753895,208,Lafayette,msa,IN,1/31/15,916.4736984,208,128395.4474
394848,210,Medford,msa,OR,1/31/15,1013.46465,210,234753.6388
394681,216,Hilton Head Island,msa,SC,1/31/15,1114.717748,216,258237.5234
394346,217,Athens,msa,GA,1/31/15,863.4521043,217,152582.5465
394765,218,Lake Havasu City,msa,AZ,1/31/15,810.7567342,218,161378.5334
394623,226,Gainesville,msa,GA,1/31/15,938.5826519,226,165229.8296
395162,236,Torrington,msa,CT,1/31/15,883.5342881,236,215377.5031
395009,237,Punta Gorda,msa,FL,1/31/15,1304.608387,237,153920.7331
394960,242,Panama City,msa,FL,1/31/15,957.2858235,242,166581.9623
395079,274,Sebastian,msa,FL,1/31/15,1070.591841,274,160535.2381
394703,279,Idaho Falls,msa,ID,1/31/15,628.4785913,279,154559.1133
394639,280,Grand Junction,msa,CO,1/31/15,838.0301012,280,194906.9206
395232,308,Winchester,msa,VA,1/31/15,1078.062269,308,203853.3546
753872,361,California,msa,MD,1/31/15,1137.562704,361,282667.2576
394913,1,New York,msa,NY,4/30/15,2362.866865,1,409017.1627
753899,2,Los Angeles,msa,CA,4/30/15,1866.544385,2,504921.7718
394463,3,Chicago,msa,IL,4/30/15,1402.069318,3,195971.2803
394692,5,Houston,msa,TX,4/30/15,1254.296469,5,179370.5093
395209,6,Washington,msa,VA,4/30/15,1748.090621,6,372331.7658
394974,7,Philadelphia,msa,PA,4/30/15,1261.593493,7,206106.0205
394856,8,Miami,msa,FL,4/30/15,1521.119935,8,215595.4383
394347,9,Atlanta,msa,GA,4/30/15,1057.610808,9,170076.5155
394404,10,Boston,msa,MA,4/30/15,2013.852246,10,376557.8672
395057,12,San Francisco,msa,CA,4/30/15,2371.235882,12,684489.5582
395025,13,Riverside,msa,CA,4/30/15,1358.490002,13,279357.7069
394532,14,Detroit,msa,MI,4/30/15,892.3776998,14,125709.1094
395078,15,Seattle,msa,WA,4/30/15,1400.17551,15,335148.3407
394865,16,Minneapolis,msa,MN,4/30/15,1170.973683,16,222972.4154
395056,17,San Diego,msa,CA,4/30/15,1701.223763,17,462195.7707
395148,18,Tampa,msa,FL,4/30/15,1078.291179,18,156369.541
394530,19,Denver,msa,CO,4/30/15,1315.577539,19,299176.7972
394358,20,Baltimore,msa,MD,4/30/15,1360.413499,20,257615.6697
395121,21,St. Louis,msa,MO,4/30/15,886.6282167,21,144776.7021
394943,22,Orlando,msa,FL,4/30/15,1169.724376,22,177621.3172
394458,23,Charlotte,msa,NC,4/30/15,1063.094832,23,168744.2385
395055,24,San Antonio,msa,TX,4/30/15,1049.878114,24,161696.5975
394998,25,Portland,msa,OR,4/30/15,1195.153569,25,291642.3448
395045,26,Sacramento,msa,CA,4/30/15,1285.647761,26,316625.3259
394982,27,Pittsburgh,msa,PA,4/30/15,985.2721297,27,133051.8631
394466,28,Cincinnati,msa,OH,4/30/15,895.2275899,28,146345.1782
394355,29,Austin,msa,TX,4/30/15,1219.505906,29,251730.2864
394775,30,Las Vegas,msa,NV,4/30/15,1014.731799,30,194773.2498
394735,31,Kansas City,msa,MO,4/30/15,885.0189113,31,149465.1101
394492,32,Columbus,msa,OH,4/30/15,931.0350999,32,151232.8469
394475,35,Cleveland,msa,OH,4/30/15,864.3033312,35,121940.0479
395059,36,San Jose,msa,CA,4/30/15,2562.204026,36,790406.0952
394902,37,Nashville,msa,TN,4/30/15,1191.941096,37,197994.7007
395194,38,Virginia Beach,msa,VA,4/30/15,1114.106279,38,215173.027
395005,39,Providence,msa,RI,4/30/15,1148.972096,39,240795.8778
394714,40,Jacksonville,msa,FL,4/30/15,1015.666845,40,167586.8152
394862,41,Milwaukee,msa,WI,4/30/15,908.2045355,41,186228.0891
394935,42,Oklahoma City,msa,OK,4/30/15,939.2091924,42,138436.2788
395012,43,Raleigh,msa,NC,4/30/15,1128.520246,43,220353.1707
394849,44,Memphis,msa,TN,4/30/15,920.5395959,44,120164.9332
394807,46,Louisville,msa,KY,4/30/15,856.7384206,46,142752.1487
394910,47,New Orleans,msa,LA,4/30/15,1145.516287,47,202077.4996
395053,48,Salt Lake City,msa,UT,4/30/15,985.2648377,48,249252.516
394669,49,Hartford,msa,CT,4/30/15,1176.579194,49,211761.8541
394425,50,Buffalo,msa,NY,4/30/15,809.4714135,50,130874.9207
394388,51,Birmingham,msa,AL,4/30/15,946.3342246,51,144982.8567
395031,52,Rochester,msa,NY,4/30/15,898.8051527,52,129606.0366
394640,53,Grand Rapids,msa,MI,4/30/15,853.0511623,53,151964.3269
753924,55,Urban Honolulu,msa,HI,4/30/15,1921.142171,55,554300.9602
395169,56,Tulsa,msa,OK,4/30/15,922.1363708,56,132056.9617
394619,57,Fresno,msa,CA,4/30/15,1073.560163,57,196036.0515
395238,58,Worcester,msa,MA,4/30/15,1107.189068,58,225924.2506
394938,59,Omaha,msa,NE,4/30/15,850.769764,59,149239.2775
394415,60,Bridgeport,msa,CT,4/30/15,1739.116933,60,390875.9616
394653,61,Greenville,msa,SC,4/30/15,952.5251641,61,146987.076
394357,63,Bakersfield,msa,CA,4/30/15,995.5825135,63,179233.9046
394308,64,Albany,msa,NY,4/30/15,1047.295178,64,198410.9549
394753,65,Knoxville,msa,TN,4/30/15,911.7278361,65,148732.1142
394908,68,New Haven,msa,CT,4/30/15,1158.138696,68,205289.1823
394561,69,El Paso,msa,TX,4/30/15,997.4272817,69,124301.4196
394318,70,Allentown,msa,PA,4/30/15,1064.85531,70,181521.5494
394952,71,Oxnard,msa,CA,4/30/15,1860.433065,71,497691.452
753906,73,North Port,msa,FL,4/30/15,1290.335277,73,215053.558
394457,75,Charleston,msa,SC,4/30/15,1127.196801,75,214312.8849
394648,76,Greensboro,msa,NC,4/30/15,850.6724488,76,127217.8432
395134,77,Stockton,msa,CA,4/30/15,1273.840865,77,268221.7816
394440,78,Cape Coral,msa,FL,4/30/15,1055.443181,78,187279.8405
394484,80,Colorado Springs,msa,CO,4/30/15,1067.38812,80,226968.8079
394304,83,Akron,msa,OH,4/30/15,763.2097876,83,117986.2165
394531,84,Des Moines,msa,IA,4/30/15,945.2239357,84,163655.0605
395115,85,Springfield,msa,MA,4/30/15,1023.189907,85,196574.5255
394931,87,Ogden,msa,UT,4/30/15,903.595157,87,208012.491
394816,88,Madison,msa,WI,4/30/15,1170.826342,88,218170.07
395235,89,Winston,msa,NC,4/30/15,887.234421,89,134177.2814
394528,90,Deltona,msa,FL,4/30/15,992.2725331,90,150444.7055
395143,91,Syracuse,msa,NY,4/30/15,978.7960466,91,122948.1297
395160,93,Toledo,msa,OH,4/30/15,743.3956804,93,102110.1831
394352,96,Augusta,msa,GA,4/30/15,827.7105538,96,122033.9186
394957,97,Palm Bay,msa,FL,4/30/15,1020.623545,97,151159.2226
394666,99,Harrisburg,msa,PA,4/30/15,868.3612551,99,169385.3405
395113,100,Spokane,msa,WA,4/30/15,764.5444074,100,169906.83
395075,101,Scranton,msa,PA,4/30/15,738.3301717,101,123203.8094
394460,102,Chattanooga,msa,TN,4/30/15,860.2940982,102,148164.3013
394871,103,Modesto,msa,CA,4/30/15,978.8938465,103,228097.6508
394997,105,Portland,msa,ME,4/30/15,1245.223069,105,234940.9756
395245,106,Youngstown,msa,OH,4/30/15,614.032986,106,84455.83102
394770,107,Lansing,msa,MI,4/30/15,838.2580285,107,121116.0353
394589,109,Fayetteville,msa,NC,4/30/15,833.750773,109,130690.4271
394792,110,Lexington,msa,KY,4/30/15,853.8310394,110,154137.8854
395068,112,Santa Rosa,msa,CA,4/30/15,1691.535675,112,494575.7897
395019,113,Reno,msa,NV,4/30/15,1028.512668,113,253856.9229
394995,115,Port St. Lucie,msa,FL,4/30/15,1153.284656,115,157854.309
395195,119,Visalia,msa,CA,4/30/15,1002.130405,119,171232.6611
394338,121,Asheville,msa,NC,4/30/15,984.8559729,121,202473.0473
395244,122,York,msa,PA,4/30/15,806.2215469,122,159640.243
395183,123,Vallejo,msa,CA,4/30/15,1449.669622,123,325059.714
753917,124,Santa Maria,msa,CA,4/30/15,1894.717971,124,499510.6369
395050,125,Salinas,msa,CA,4/30/15,1476.003014,125,423865.0441
395048,126,Salem,msa,OR,4/30/15,860.1114895,126,197396.5851
395015,128,Reading,msa,PA,4/30/15,767.6772365,128,154502.1169
394820,131,Manchester,msa,NH,4/30/15,1088.489771,131,226497.5347
395051,134,Salisbury,msa,DE,4/30/15,1173.21076,134,245201.1136
394439,137,Canton,msa,OH,4/30/15,658.1692776,137,110048.6927
395070,138,Savannah,msa,GA,4/30/15,1010.072509,138,167003.1433
395164,142,Trenton,msa,NJ,4/30/15,1553.86632,142,232213.2351
394875,143,Montgomery,msa,AL,4/30/15,872.9605398,143,128119.8639
395146,145,Tallahassee,msa,FL,4/30/15,882.9596341,145,149996.3393
394576,146,Eugene,msa,OR,4/30/15,977.9948617,146,218660.353
394332,148,Ann Arbor,msa,MI,4/30/15,1362.075703,148,237523.9595
394602,152,Fort Collins,msa,CO,4/30/15,1294.151573,152,293578.4008
395033,153,Rockford,msa,IL,4/30/15,710.9369795,153,88941.88708
394622,155,Gainesville,msa,FL,4/30/15,934.3644073,155,148660.9227
394405,156,Boulder,msa,CO,4/30/15,1598.772623,156,391352.5524
394471,163,Clarksville,msa,TN,4/30/15,828.7317811,163,145586.9569
394579,165,Evansville,msa,IN,4/30/15,609.2174399,165,116416.7195
394660,170,Hagerstown,msa,MD,4/30/15,920.9691262,170,171342.5833
395061,175,San Luis Obispo,msa,CA,4/30/15,1569.779848,175,488456.88
753875,176,Crestview,msa,FL,4/30/15,1060.493035,176,224064.9831
394348,180,Atlantic City,msa,NJ,4/30/15,1062.958677,180,192515.1696
394412,181,Bremerton,msa,WA,4/30/15,1103.28136,181,262752.9349
395065,183,Santa Cruz,msa,CA,4/30/15,2035.696759,183,635842.269
394924,185,Norwich,msa,CT,4/30/15,1054.634664,185,213511.1748
394732,190,Kalamazoo,msa,MI,4/30/15,817.1167849,190,138656.0067
394811,191,Lynchburg,msa,VA,4/30/15,817.9931725,191,150909.145
395161,199,Topeka,msa,KS,4/30/15,704.3640615,199,107939.4186
394519,203,Daphne,msa,AL,4/30/15,1088.95502,203,199689.218
395030,207,Rochester,msa,MN,4/30/15,1126.499049,207,172509.9842
753895,208,Lafayette,msa,IN,4/30/15,938.8712415,208,129501.0271
394848,210,Medford,msa,OR,4/30/15,1045.763718,210,239741.0175
394681,216,Hilton Head Island,msa,SC,4/30/15,1141.04945,216,262976.5056
394346,217,Athens,msa,GA,4/30/15,897.2192748,217,153717.7812
394765,218,Lake Havasu City,msa,AZ,4/30/15,824.7219615,218,167355.6679
394623,226,Gainesville,msa,GA,4/30/15,973.7202842,226,167724.7343
395162,236,Torrington,msa,CT,4/30/15,896.2032962,236,216726.5433
395009,237,Punta Gorda,msa,FL,4/30/15,1310.320124,237,156630.5449
394960,242,Panama City,msa,FL,4/30/15,971.7151639,242,169458.2064
395079,274,Sebastian,msa,FL,4/30/15,1095.061687,274,164140.9663
394703,279,Idaho Falls,msa,ID,4/30/15,654.3442094,279,157081.9215
394639,280,Grand Junction,msa,CO,4/30/15,847.4151777,280,198460.2534
395232,308,Winchester,msa,VA,4/30/15,1092.627174,308,205497.0142
753872,361,California,msa,MD,4/30/15,1140.368784,361,280664.1201
394913,1,New York,msa,NY,7/31/15,2405.630359,1,412778.2402
753899,2,Los Angeles,msa,CA,7/31/15,1906.698148,2,507532.6411
394463,3,Chicago,msa,IL,7/31/15,1426.250923,3,198356.6399
394692,5,Houston,msa,TX,7/31/15,1274.489771,5,183396.5762
395209,6,Washington,msa,VA,7/31/15,1768.833039,6,373048.889
394974,7,Philadelphia,msa,PA,7/31/15,1272.378134,7,207964.05
394856,8,Miami,msa,FL,7/31/15,1548.32149,8,220910.543
394347,9,Atlanta,msa,GA,7/31/15,1083.509589,9,173495.7648
394404,10,Boston,msa,MA,7/31/15,2043.936174,10,380769.4116
395057,12,San Francisco,msa,CA,7/31/15,2467.792128,12,708053.8034
395025,13,Riverside,msa,CA,7/31/15,1384.748164,13,284849.45
394532,14,Detroit,msa,MI,7/31/15,907.8199729,14,129249.5637
395078,15,Seattle,msa,WA,7/31/15,1448.944187,15,342523.499
394865,16,Minneapolis,msa,MN,7/31/15,1192.837661,16,225770.2803
395056,17,San Diego,msa,CA,7/31/15,1737.863699,17,469753.3245
395148,18,Tampa,msa,FL,7/31/15,1099.370247,18,159721.0359
394530,19,Denver,msa,CO,7/31/15,1354.543859,19,309184.6916
394358,20,Baltimore,msa,MD,7/31/15,1378.427533,20,258758.6714
395121,21,St. Louis,msa,MO,7/31/15,895.329341,21,147019.9364
394943,22,Orlando,msa,FL,7/31/15,1192.19415,22,180603.1124
394458,23,Charlotte,msa,NC,7/31/15,1085.708914,23,171377.3016
395055,24,San Antonio,msa,TX,7/31/15,1069.191275,24,164712.9904
394998,25,Portland,msa,OR,7/31/15,1247.697944,25,299142.2334
395045,26,Sacramento,msa,CA,7/31/15,1315.539338,26,322027.3006
394982,27,Pittsburgh,msa,PA,7/31/15,996.2484754,27,135059.3066
394466,28,Cincinnati,msa,OH,7/31/15,907.8428788,28,148333.4857
394355,29,Austin,msa,TX,7/31/15,1248.232277,29,256860.2836
394775,30,Las Vegas,msa,NV,7/31/15,1034.098933,30,199858.5924
394735,31,Kansas City,msa,MO,7/31/15,898.6126279,31,151726.5542
394492,32,Columbus,msa,OH,7/31/15,957.9676089,32,154117.1098
394475,35,Cleveland,msa,OH,7/31/15,863.2566445,35,123926.6866
395059,36,San Jose,msa,CA,7/31/15,2710.825844,36,807097.2985
394902,37,Nashville,msa,TN,7/31/15,1229.69875,37,202884.7689
395194,38,Virginia Beach,msa,VA,7/31/15,1122.689578,38,216963.6567
395005,39,Providence,msa,RI,7/31/15,1149.308181,39,243191.0027
394714,40,Jacksonville,msa,FL,7/31/15,1032.246303,40,170556.9758
394862,41,Milwaukee,msa,WI,7/31/15,925.247604,41,187859.942
394935,42,Oklahoma City,msa,OK,7/31/15,953.4149372,42,139628.9977
395012,43,Raleigh,msa,NC,7/31/15,1151.504056,43,223368.1678
394849,44,Memphis,msa,TN,7/31/15,922.5578102,44,121953.7998
394807,46,Louisville,msa,KY,7/31/15,853.1481694,46,144652.1964
394910,47,New Orleans,msa,LA,7/31/15,1169.732499,47,204898.3012
395053,48,Salt Lake City,msa,UT,7/31/15,1000.058824,48,254313.5754
394669,49,Hartford,msa,CT,7/31/15,1185.165164,49,212810.5958
394425,50,Buffalo,msa,NY,7/31/15,831.3438912,50,132845.9506
394388,51,Birmingham,msa,AL,7/31/15,945.4195977,51,146632.788
395031,52,Rochester,msa,NY,7/31/15,916.5499747,52,130229.5777
394640,53,Grand Rapids,msa,MI,7/31/15,894.2557296,53,155337.1192
753924,55,Urban Honolulu,msa,HI,7/31/15,1952.46309,55,559515.7064
395169,56,Tulsa,msa,OK,7/31/15,927.3323284,56,132924.4642
394619,57,Fresno,msa,CA,7/31/15,1088.009016,57,199394.4065
395238,58,Worcester,msa,MA,7/31/15,1117.569355,58,228630.4461
394938,59,Omaha,msa,NE,7/31/15,863.5227626,59,151509.8269
394415,60,Bridgeport,msa,CT,7/31/15,1766.95579,60,391367.2052
394653,61,Greenville,msa,SC,7/31/15,972.9345463,61,149532.9247
394357,63,Bakersfield,msa,CA,7/31/15,1000.101102,63,181880.8242
394308,64,Albany,msa,NY,7/31/15,1065.473534,64,199511.9416
394753,65,Knoxville,msa,TN,7/31/15,921.6527809,65,150727.6018
394908,68,New Haven,msa,CT,7/31/15,1164.338692,68,206293.9984
394561,69,El Paso,msa,TX,7/31/15,1007.222148,69,125558.926
394318,70,Allentown,msa,PA,7/31/15,1080.996094,70,182818.1971
394952,71,Oxnard,msa,CA,7/31/15,1902.238489,71,504178.3317
753906,73,North Port,msa,FL,7/31/15,1315.557473,73,220755.3659
394457,75,Charleston,msa,SC,7/31/15,1154.737269,75,218951.9591
394648,76,Greensboro,msa,NC,7/31/15,860.0012042,76,128763.7901
395134,77,Stockton,msa,CA,7/31/15,1306.005032,77,275046.2329
394440,78,Cape Coral,msa,FL,7/31/15,1090.431381,78,192725.4854
394484,80,Colorado Springs,msa,CO,7/31/15,1091.440644,80,229880.0684
394304,83,Akron,msa,OH,7/31/15,782.3173236,83,119861.7391
394531,84,Des Moines,msa,IA,7/31/15,974.9483563,84,166763.9603
395115,85,Springfield,msa,MA,7/31/15,1030.913315,85,198542.3832
394931,87,Ogden,msa,UT,7/31/15,921.3693958,87,213445.7349
394816,88,Madison,msa,WI,7/31/15,1175.772585,88,220519.1093
395235,89,Winston,msa,NC,7/31/15,899.6707728,89,135882.3404
394528,90,Deltona,msa,FL,7/31/15,1021.182692,90,153465.1059
395143,91,Syracuse,msa,NY,7/31/15,977.2034064,91,124114.092
395160,93,Toledo,msa,OH,7/31/15,750.07492,93,103828.753
394352,96,Augusta,msa,GA,7/31/15,840.3796074,96,124081.4475
394957,97,Palm Bay,msa,FL,7/31/15,1048.840466,97,155223.279
394666,99,Harrisburg,msa,PA,7/31/15,860.8161489,99,170098.6182
395113,100,Spokane,msa,WA,7/31/15,775.2200307,100,172868.4809
395075,101,Scranton,msa,PA,7/31/15,742.452905,101,125659.9637
394460,102,Chattanooga,msa,TN,7/31/15,879.1029684,102,150662.9217
394871,103,Modesto,msa,CA,7/31/15,1032.224257,103,232982.8655
394997,105,Portland,msa,ME,7/31/15,1296.419723,105,238578.0329
395245,106,Youngstown,msa,OH,7/31/15,607.0879369,106,86096.09243
394770,107,Lansing,msa,MI,7/31/15,835.2119289,107,122573.2263
394589,109,Fayetteville,msa,NC,7/31/15,840.91235,109,130821.3664
394792,110,Lexington,msa,KY,7/31/15,871.8937943,110,156124.0835
395068,112,Santa Rosa,msa,CA,7/31/15,1745.64385,112,506187.6205
395019,113,Reno,msa,NV,7/31/15,1045.116447,113,265216.8848
394995,115,Port St. Lucie,msa,FL,7/31/15,1171.908503,115,163084.2214
395195,119,Visalia,msa,CA,7/31/15,1013.099404,119,173534.2987
394338,121,Asheville,msa,NC,7/31/15,1000.54944,121,205958.984
395244,122,York,msa,PA,7/31/15,821.5333655,122,160792.6881
395183,123,Vallejo,msa,CA,7/31/15,1485.687137,123,334068.528
753917,124,Santa Maria,msa,CA,7/31/15,1961.244896,124,506984.9607
395050,125,Salinas,msa,CA,7/31/15,1484.695539,125,431815.1157
